Start date;Start time;Stop date;Stop time;parameter;Comments;Operator
20021019;13:20:00;20221026;13:40:00;all;Bad com, extrafile;Sebastien Lavanchy
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
